Sales ID,Count,Open Date,Year,Month,Month Order,Days to Make Sale,Car ID,Dealer ID,Temperature (F),Temperature Category,Weather Condition,Humidity (%),Wind Speed (mph),Wind Gust (mph),Wind Direction,Visibility (mi),Wind Chill (F),Precipitation (in),Fog (Y/N),Rain (Y/N),Snow (Y/N)
548921,1,22-Jan-2025,2025,Jan,1,1,99110,1288,36,31-40,Overcast,59,3.5,,Variable,10,33.3,0,N,N,N
548919,1,22-Jan-2025,2025,Jan,1,1,99110,1215,36,31-40,Overcast,59,3.5,,Variable,10,33.3,0,N,N,N
548918,1,22-Jan-2025,2025,Jan,1,1,99110,1401,36,31-40,Overcast,59,3.5,,Variable,10,33.3,0,N,N,N
548917,1,22-Jan-2025,2025,Jan,1,7,132120,1402,36,31-40,Overcast,59,3.5,,Variable,10,33.3,0,N,N,N
548916,1,22-Jan-2025,2025,Jan,1,11,99110,1301,36,31-40,Overcast,59,3.5,,Variable,10,33.3,0,N,N,N
548915,1,22-Jan-2025,2025,Jan,1,1,132120,1212,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548913,1,22-Jan-2025,2025,Jan,1,1,99110,1215,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548914,1,22-Jan-2025,2025,Jan,1,1,99110,1301,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548911,1,22-Jan-2025,2025,Jan,1,1,99110,1215,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548912,1,22-Jan-2025,2025,Jan,1,1,99110,1288,,,Overcast,,,,,7,,0,,,
548909,1,22-Jan-2025,2025,Jan,1,1,132120,1301,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548910,1,22-Jan-2025,2025,Jan,1,1,99110,1402,,,Overcast,,,,,7,,0,,,
548908,1,22-Jan-2025,2025,Jan,1,1,99110,1301,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548907,1,22-Jan-2025,2025,Jan,1,1,87110,1402,,,Overcast,,,,,7,,0,,,
548906,1,22-Jan-2025,2025,Jan,1,1,87110,1402,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548905,1,22-Jan-2025,2025,Jan,1,1,99110,1402,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548904,1,22-Jan-2025,2025,Jan,1,1,99110,1402,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548903,1,22-Jan-2025,2025,Jan,1,1,99110,1402,,,Overcast,,,,,7,,0,,,
548902,1,22-Jan-2025,2025,Jan,1,12,132120,1224,35.1,31-40,Overcast,59,6.9,,North,7,29.3,0,N,N,N
548901,1,22-Jan-2025,2025,Jan,1,1,132120,1212,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548900,1,22-Jan-2025,2025,Jan,1,1,99110,1402,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548899,1,22-Jan-2025,2025,Jan,1,1,87110,1402,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548898,1,22-Jan-2025,2025,Jan,1,14,87110,1401,36,31-40,Overcast,55,3.5,,NNW,10,33.3,0,N,N,N
548896,1,22-Jan-2025,2025,Jan,1,1,132120,1401,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548897,1,22-Jan-2025,2025,Jan,1,1,99110,1402,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548895,1,22-Jan-2025,2025,Jan,1,1,132120,1401,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548894,1,22-Jan-2025,2025,Jan,1,1,132120,1402,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548893,1,22-Jan-2025,2025,Jan,1,5,99110,1224,30.9,31-40,Overcast,67,6.9,,North,7,24.3,0,N,N,N
548892,1,22-Jan-2025,2025,Jan,1,6,99110,1301,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548891,1,22-Jan-2025,2025,Jan,1,1,132120,1401,,,Overcast,,,,,7,,0,,,
548890,1,22-Jan-2025,2025,Jan,1,1,132120,1224,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548889,1,22-Jan-2025,2025,Jan,1,1,132120,1224,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548888,1,22-Jan-2025,2025,Jan,1,1,99110,1402,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548887,1,22-Jan-2025,2025,Jan,1,1,99110,1224,33.1,31-40,Overcast,61,5.8,,North,10,27.7,0,N,N,N
548886,1,22-Jan-2025,2025,Jan,1,7,99110,1288,30.9,31-40,Overcast,67,6.9,,North,7,24.3,0,N,N,N
548885,1,22-Jan-2025,2025,Jan,1,1,99110,1401,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548884,1,22-Jan-2025,2025,Jan,1,1,99110,1288,,,Overcast,,,,,7,,0,,,
548883,1,22-Jan-2025,2025,Jan,1,1,132120,1402,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548881,1,22-Jan-2025,2025,Jan,1,1,87110,1401,,,Overcast,,,,,7,,0,,,
548882,1,22-Jan-2025,2025,Jan,1,1,99110,1401,,,Overcast,,,,,7,,0,,,
548880,1,22-Jan-2025,2025,Jan,1,1,99110,1288,,,Overcast,,,,,7,,0,,,
548878,1,22-Jan-2025,2025,Jan,1,1,99110,1288,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548879,1,22-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Overcast,69,8.1,,NNW,7,21.1,0,N,N,N
548876,1,22-Jan-2025,2025,Jan,1,4,87110,1401,,,Overcast,,,,,7,,0,,,
548877,1,22-Jan-2025,2025,Jan,1,1,99110,1401,,,Overcast,,,,,7,,0,,,
548875,1,22-Jan-2025,2025,Jan,1,4,87110,1401,,,Overcast,,,,,7,,0,,,
548874,1,22-Jan-2025,2025,Jan,1,1,99110,1336,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548873,1,22-Jan-2025,2025,Jan,1,1,132120,1224,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548872,1,22-Jan-2025,2025,Jan,1,1,99110,1212,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548871,1,22-Jan-2025,2025,Jan,1,1,99110,1224,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548870,1,22-Jan-2025,2025,Jan,1,1,99110,1224,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548869,1,22-Jan-2025,2025,Jan,1,4,99110,1288,28.9,21-30,Overcast,69,8.1,,NNW,7,21.1,0,N,N,N
548868,1,22-Jan-2025,2025,Jan,1,1,99110,1402,,,Overcast,,,,,7,,0,,,
548867,1,22-Jan-2025,2025,Jan,1,1,147160,1402,,,Overcast,,,,,7,,0,,,
548866,1,22-Jan-2025,2025,Jan,1,1,132120,1224,32,31-40,Overcast,61,8.1,,NNW,10,24.8,0,N,N,N
548865,1,22-Jan-2025,2025,Jan,1,7,99110,1212,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548863,1,22-Jan-2025,2025,Jan,1,1,132120,1402,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548864,1,22-Jan-2025,2025,Jan,1,1,99110,1224,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548862,1,22-Jan-2025,2025,Jan,1,1,87110,1402,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548861,1,22-Jan-2025,2025,Jan,1,11,99110,1301,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548860,1,22-Jan-2025,2025,Jan,1,1,99110,1336,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548859,1,22-Jan-2025,2025,Jan,1,1,99110,1215,30,21-30,Overcast,66,9.2,,NNW,10,21.7,0,N,N,N
548858,1,22-Jan-2025,2025,Jan,1,1,99110,1301,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548857,1,22-Jan-2025,2025,Jan,1,4,99110,1215,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548855,1,22-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548856,1,22-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548852,1,22-Jan-2025,2025,Jan,1,1,99110,1288,,,Overcast,,,,,7,,0,,,
548853,1,22-Jan-2025,2025,Jan,1,1,99110,1288,,,Overcast,,,,,7,,0,,,
548854,1,22-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Overcast,72,9.2,,NNW,7,20.4,0,N,N,N
548851,1,22-Jan-2025,2025,Jan,1,4,87110,1402,,,Overcast,,,,,7,,0,,,
548849,1,22-Jan-2025,2025,Jan,1,1,99110,1288,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548850,1,22-Jan-2025,2025,Jan,1,1,99110,1402,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548847,1,22-Jan-2025,2025,Jan,1,1,99110,1288,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548848,1,22-Jan-2025,2025,Jan,1,4,87110,1402,,,Overcast,,,,,7,,0,,,
548846,1,22-Jan-2025,2025,Jan,1,1,26151,1402,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548845,1,22-Jan-2025,2025,Jan,1,1,99110,1212,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548844,1,22-Jan-2025,2025,Jan,1,1,99110,1224,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548843,1,22-Jan-2025,2025,Jan,1,1,99110,1217,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548842,1,22-Jan-2025,2025,Jan,1,1,132120,1402,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548841,1,22-Jan-2025,2025,Jan,1,1,99110,1217,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548839,1,22-Jan-2025,2025,Jan,1,1,99110,1224,27,21-30,Overcast,78,9.2,,NNW,7,18,0,N,N,N
548840,1,22-Jan-2025,2025,Jan,1,1,99110,1401,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548838,1,22-Jan-2025,2025,Jan,1,1,99110,1212,,,Overcast,,,,,7,,0,,,
548837,1,22-Jan-2025,2025,Jan,1,1,147160,1212,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548836,1,22-Jan-2025,2025,Jan,1,4,132120,1224,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548835,1,22-Jan-2025,2025,Jan,1,1,99110,1212,30,21-30,Overcast,69,9.2,,NNW,10,21.7,0,N,N,N
548834,1,22-Jan-2025,2025,Jan,1,1,99110,1224,30.9,31-40,Overcast,69,6.9,,NNW,10,24.3,0,N,N,N
548833,1,22-Jan-2025,2025,Jan,1,1,99110,1402,,,Rain,,,,,7,,0,N,Y,N
548832,1,22-Jan-2025,2025,Jan,1,1,99110,1224,30,21-30,Rain,72,6.9,,NNE,7,23.2,0,N,Y,N
548831,1,22-Jan-2025,2025,Jan,1,1,87110,1217,30,21-30,Rain,75,10.4,,ENE,7,21.1,0,N,Y,N
548830,1,21-Jan-2025,2025,Jan,1,1,147160,1222,,,Rain,,,,,7,,0,N,Y,N
548829,1,21-Jan-2025,2025,Jan,1,1,99110,1224,28,21-30,Rain,81,8.1,,NE,7,20,0,N,Y,N
548828,1,21-Jan-2025,2025,Jan,1,1,99110,1401,30.2,31-40,Overcast,75,3.5,,Variable,10,26.7,0,N,N,N
548827,1,21-Jan-2025,2025,Jan,1,8,99110,1224,30,21-30,Overcast,72,5.8,,NNW,10,24.1,0,N,N,N
548826,1,21-Jan-2025,2025,Jan,1,1,132120,1215,30,21-30,Overcast,72,5.8,,NNW,10,24.1,0,N,N,N
548825,1,21-Jan-2025,2025,Jan,1,6,99110,1217,27,21-30,Rain,78,9.2,,NNE,7,18,0,N,Y,N
548824,1,21-Jan-2025,2025,Jan,1,6,132120,1401,30,21-30,Overcast,72,5.8,,NNW,10,24.1,0,N,N,N
548823,1,21-Jan-2025,2025,Jan,1,1,99110,1401,30,21-30,Overcast,72,5.8,,NNW,10,24.1,0,N,N,N
548822,1,21-Jan-2025,2025,Jan,1,12,99110,1288,27,21-30,Rain,78,10.4,,NNE,7,17.3,0,N,Y,N
548821,1,21-Jan-2025,2025,Jan,1,3,99110,1224,28.4,21-30,Overcast,69,4.6,,NNW,10,23.3,0,N,N,N
548820,1,21-Jan-2025,2025,Jan,1,1,99110,1215,30.2,31-40,Overcast,64,3.5,,North,10,26.7,0,N,N,N
548819,1,21-Jan-2025,2025,Jan,1,1,99110,1402,,,Rain,,,,,7,,0,N,Y,N
548818,1,21-Jan-2025,2025,Jan,1,1,99110,1401,30,21-30,Overcast,66,0,,North,10,,0,N,N,N
548817,1,21-Jan-2025,2025,Jan,1,1,99110,1401,30,21-30,Overcast,66,0,,North,10,,0,N,N,N
548816,1,21-Jan-2025,2025,Jan,1,1,99110,1402,28.9,21-30,Overcast,69,4.6,,NE,10,23.9,0,N,N,N
548815,1,21-Jan-2025,2025,Jan,1,7,99110,1215,28.9,21-30,Overcast,69,4.6,,NE,10,23.9,0,N,N,N
548814,1,21-Jan-2025,2025,Jan,1,1,132120,1215,28,21-30,Rain,49,5.8,,ENE,7,21.7,0,N,Y,N
548813,1,21-Jan-2025,2025,Jan,1,5,99110,1224,28,21-30,Rain,49,5.8,,ENE,7,21.7,0,N,Y,N
548812,1,21-Jan-2025,2025,Jan,1,1,132120,1288,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548811,1,21-Jan-2025,2025,Jan,1,1,99110,1336,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548810,1,21-Jan-2025,2025,Jan,1,1,99110,1336,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548809,1,21-Jan-2025,2025,Jan,1,1,99110,1224,28,21-30,Rain,49,5.8,,ENE,7,21.7,0,N,Y,N
548807,1,21-Jan-2025,2025,Jan,1,1,147160,1217,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548808,1,21-Jan-2025,2025,Jan,1,1,99110,1336,,,Rain,,,,,7,,0,N,Y,N
548806,1,21-Jan-2025,2025,Jan,1,1,132120,1402,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548805,1,21-Jan-2025,2025,Jan,1,1,87110,1402,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548804,1,21-Jan-2025,2025,Jan,1,1,99110,1336,30,21-30,Overcast,66,3.5,,ENE,10,26.5,0,N,N,N
548803,1,21-Jan-2025,2025,Jan,1,1,132120,1288,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548802,1,21-Jan-2025,2025,Jan,1,1,99110,1212,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548801,1,21-Jan-2025,2025,Jan,1,1,99110,1212,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548800,1,21-Jan-2025,2025,Jan,1,1,99110,1212,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548798,1,21-Jan-2025,2025,Jan,1,1,99110,1212,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548799,1,21-Jan-2025,2025,Jan,1,8,99110,1224,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548797,1,21-Jan-2025,2025,Jan,1,1,132120,1224,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548796,1,21-Jan-2025,2025,Jan,1,1,99110,1212,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548795,1,21-Jan-2025,2025,Jan,1,1,132120,1402,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548794,1,21-Jan-2025,2025,Jan,1,1,99110,1402,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548793,1,21-Jan-2025,2025,Jan,1,1,147160,1288,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548792,1,21-Jan-2025,2025,Jan,1,2,99110,1288,28.9,21-30,Rain,43,4.6,,ENE,7,23.9,0,N,Y,N
548791,1,21-Jan-2025,2025,Jan,1,1,87110,1215,,,Rain,,,,,7,,0,N,Y,N
548790,1,21-Jan-2025,2025,Jan,1,1,99110,1215,,,Rain,,,,,7,,0,N,Y,N
548789,1,21-Jan-2025,2025,Jan,1,1,99110,1402,,,Rain,,,,,7,,0,N,Y,N
548788,1,21-Jan-2025,2025,Jan,1,5,87110,1288,,,Rain,,,,,7,,0,N,Y,N
548787,1,21-Jan-2025,2025,Jan,1,1,147160,1402,28.9,21-30,Overcast,64,8.1,,ENE,10,21.1,0,N,N,N
548786,1,21-Jan-2025,2025,Jan,1,1,87110,1217,,,Rain,,,,,7,,0,N,Y,N
548785,1,21-Jan-2025,2025,Jan,1,1,87110,1402,,,Rain,,,,,7,,0,N,Y,N
548784,1,21-Jan-2025,2025,Jan,1,1,147160,1224,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548783,1,21-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548782,1,21-Jan-2025,2025,Jan,1,1,87110,1224,,,Rain,,,,,7,,0,N,Y,N
548781,1,21-Jan-2025,2025,Jan,1,1,99110,1224,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548780,1,21-Jan-2025,2025,Jan,1,1,147160,1224,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548778,1,21-Jan-2025,2025,Jan,1,1,99110,1215,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548779,1,21-Jan-2025,2025,Jan,1,1,99110,1288,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548777,1,21-Jan-2025,2025,Jan,1,1,147160,1224,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548776,1,21-Jan-2025,2025,Jan,1,1,147160,1224,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548774,1,21-Jan-2025,2025,Jan,1,1,99110,1402,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548775,1,21-Jan-2025,2025,Jan,1,1,99110,1224,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548773,1,21-Jan-2025,2025,Jan,1,2,99110,1402,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548771,1,21-Jan-2025,2025,Jan,1,8,99110,1224,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548772,1,21-Jan-2025,2025,Jan,1,1,99110,1288,28.9,21-30,Rain,41,6.9,,NNE,7,21.9,0,N,Y,N
548770,1,21-Jan-2025,2025,Jan,1,1,147160,1224,28,21-30,Overcast,58,5.8,,ENE,10,21.7,0,N,N,N
548769,1,21-Jan-2025,2025,Jan,1,1,132120,1224,30,21-30,Rain,40,5.8,,East,7,24.1,0,N,Y,N
548768,1,21-Jan-2025,2025,Jan,1,2,87110,1215,,,Rain,,,,,7,,0,N,Y,N
548767,1,21-Jan-2025,2025,Jan,1,1,99110,1301,27,21-30,Overcast,49,4.6,,East,10,21.6,0,N,N,N
548766,1,21-Jan-2025,2025,Jan,1,1,99110,1212,27,21-30,Overcast,49,4.6,,East,10,21.6,0,N,N,N
548765,1,21-Jan-2025,2025,Jan,1,1,99110,1288,30,21-30,Rain,40,5.8,,East,7,24.1,0,N,Y,N
548763,1,21-Jan-2025,2025,Jan,1,1,132120,1224,27,21-30,Overcast,49,4.6,,East,10,21.6,0,N,N,N
548764,1,21-Jan-2025,2025,Jan,1,1,99110,1401,,,Rain,,,,,7,,0,N,Y,N
548762,1,21-Jan-2025,2025,Jan,1,1,87110,1301,,,Rain,,,,,7,,0,N,Y,N
548761,1,21-Jan-2025,2025,Jan,1,1,99110,1401,27,21-30,Overcast,49,4.6,,East,10,21.6,0,N,N,N
548760,1,21-Jan-2025,2025,Jan,1,1,99110,1288,30,21-30,Rain,40,5.8,,East,7,24.1,0,N,Y,N
548759,1,21-Jan-2025,2025,Jan,1,1,99110,1222,,,Rain,,,,,7,,0,N,Y,N
548758,1,21-Jan-2025,2025,Jan,1,1,99110,1222,27,21-30,Overcast,49,4.6,,East,10,21.6,0,N,N,N
548756,1,21-Jan-2025,2025,Jan,1,8,99110,1336,27,21-30,Overcast,45,5.8,,East,10,20.5,0,N,N,N
548757,1,21-Jan-2025,2025,Jan,1,1,132120,1215,28,21-30,Rain,39,6.9,,North,7,20.8,0,N,Y,N
548755,1,21-Jan-2025,2025,Jan,1,22,87110,1215,28,21-30,Rain,39,6.9,,North,7,20.8,0,N,Y,N
548754,1,21-Jan-2025,2025,Jan,1,1,99110,1402,27,21-30,Overcast,45,5.8,,East,10,20.5,0,N,N,N
548753,1,21-Jan-2025,2025,Jan,1,1,99110,1288,28,21-30,Rain,39,6.9,,North,7,20.8,0,N,Y,N
548752,1,21-Jan-2025,2025,Jan,1,1,99110,1401,,,Rain,,,,,7,,0,N,Y,N
548751,1,21-Jan-2025,2025,Jan,1,1,99110,1402,27,21-30,Overcast,45,5.8,,East,10,20.5,0,N,N,N
548750,1,21-Jan-2025,2025,Jan,1,1,99110,1402,,,Rain,,,,,7,,0,N,Y,N
548749,1,21-Jan-2025,2025,Jan,1,1,99110,1401,,,Rain,,,,,7,,0,N,Y,N
548748,1,21-Jan-2025,2025,Jan,1,5,132120,1217,28,21-30,Rain,39,6.9,,North,7,20.8,0,N,Y,N
548747,1,21-Jan-2025,2025,Jan,1,1,132120,1402,27,21-30,Overcast,45,5.8,,East,10,20.5,0,N,N,N
548745,1,21-Jan-2025,2025,Jan,1,1,99110,1215,,,Rain,,,,,7,,0,N,Y,N
548746,1,21-Jan-2025,2025,Jan,1,5,99110,1288,28,21-30,Rain,39,6.9,,North,7,20.8,0,N,Y,N
548744,1,21-Jan-2025,2025,Jan,1,1,99110,1224,27,21-30,Overcast,45,5.8,,East,10,20.5,0,N,N,N
548742,1,21-Jan-2025,2025,Jan,1,1,87110,1336,,,Rain,,,,,7,,0,N,Y,N
548743,1,21-Jan-2025,2025,Jan,1,2,87110,1288,,,Rain,,,,,7,,0,N,Y,N
548741,1,21-Jan-2025,2025,Jan,1,1,132120,1301,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548740,1,21-Jan-2025,2025,Jan,1,1,99110,1402,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548739,1,21-Jan-2025,2025,Jan,1,1,87110,1212,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548738,1,21-Jan-2025,2025,Jan,1,1,87110,1288,,,Rain,,,,,7,,0,N,Y,N
548737,1,21-Jan-2025,2025,Jan,1,2,99110,1224,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548736,1,21-Jan-2025,2025,Jan,1,1,132120,1224,26.1,21-30,Rain,41,3.5,,NW,7,21.9,0,N,Y,N
548735,1,21-Jan-2025,2025,Jan,1,1,99110,1401,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548733,1,21-Jan-2025,2025,Jan,1,1,99110,1402,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548734,1,21-Jan-2025,2025,Jan,1,1,99110,1212,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548732,1,21-Jan-2025,2025,Jan,1,1,99110,1288,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548731,1,21-Jan-2025,2025,Jan,1,1,99110,1212,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548730,1,21-Jan-2025,2025,Jan,1,1,147160,1402,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548729,1,21-Jan-2025,2025,Jan,1,2,99110,1401,27,21-30,Overcast,39,0,,North,10,,0,N,N,N
548728,1,21-Jan-2025,2025,Jan,1,1,99110,1288,26.1,21-30,Rain,41,3.5,,NW,7,21.9,0,N,Y,N
548727,1,21-Jan-2025,2025,Jan,1,1,99110,1288,,,Rain,,,,,7,,0,N,Y,N
548725,1,21-Jan-2025,2025,Jan,1,2,87110,1288,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548726,1,21-Jan-2025,2025,Jan,1,1,99110,1288,25,21-30,Rain,45,4.6,,Variable,7,19.3,0,N,Y,N
548724,1,21-Jan-2025,2025,Jan,1,1,99110,1288,25,21-30,Rain,45,4.6,,Variable,7,19.3,0,N,Y,N
548723,1,21-Jan-2025,2025,Jan,1,7,99110,1288,25,21-30,Rain,45,4.6,,Variable,7,19.3,0,N,Y,N
548722,1,21-Jan-2025,2025,Jan,1,1,99110,1224,,,Rain,,,,,7,,0,N,Y,N
548721,1,21-Jan-2025,2025,Jan,1,1,99110,1212,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548720,1,21-Jan-2025,2025,Jan,1,1,99110,1402,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548719,1,21-Jan-2025,2025,Jan,1,1,132120,1301,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548718,1,21-Jan-2025,2025,Jan,1,7,99110,1402,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548717,1,21-Jan-2025,2025,Jan,1,9,132120,1401,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548716,1,21-Jan-2025,2025,Jan,1,1,99110,1212,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548715,1,21-Jan-2025,2025,Jan,1,14,132120,1215,26.1,21-30,Overcast,41,4.6,,North,10,20.5,0,N,N,N
548712,1,21-Jan-2025,2025,Jan,1,1,99110,1401,,,Rain,,,,,7,,0,N,Y,N
548713,1,21-Jan-2025,2025,Jan,1,1,99110,1288,21,21-30,Rain,55,9.2,,NNW,7,10.6,0,N,Y,N
548714,1,21-Jan-2025,2025,Jan,1,1,99110,1222,24.1,21-30,Partly Cloudy,44,10.4,,North,10,13.7,0,N,N,N
548711,1,21-Jan-2025,2025,Jan,1,1,99110,1402,24.1,21-30,Partly Cloudy,44,10.4,,North,10,13.7,0,N,N,N
548709,1,21-Jan-2025,2025,Jan,1,1,99110,1215,,,Rain,,,,,7,,0,N,Y,N
548710,1,21-Jan-2025,2025,Jan,1,1,132120,1215,24.1,21-30,Partly Cloudy,44,10.4,,North,10,13.7,0,N,N,N
548708,1,21-Jan-2025,2025,Jan,1,1,99110,1212,24.1,21-30,Partly Cloudy,44,10.4,,North,10,13.7,0,N,N,N
548707,1,21-Jan-2025,2025,Jan,1,2,132120,1215,24.1,21-30,Partly Cloudy,44,10.4,,North,10,13.7,0,N,N,N
548706,1,21-Jan-2025,2025,Jan,1,1,99110,1288,21,21-30,Rain,55,9.2,,NNW,7,10.6,0,N,Y,N
548705,1,21-Jan-2025,2025,Jan,1,5,99110,1224,21,21-30,Rain,55,9.2,,NNW,7,10.6,0,N,Y,N
548704,1,21-Jan-2025,2025,Jan,1,1,147160,1288,21,21-30,Rain,55,9.2,,NNW,7,10.6,0,N,Y,N
548702,1,21-Jan-2025,2025,Jan,1,1,87110,1288,,,Rain,,,,,7,,0,N,Y,N
